OrphaCode,DiseaseName,AgeOfOnset,TypeOfInheritance,urgency_tier,cluster
174,"Metaphyseal chondrodysplasia, Schmid type","Childhood, Infancy, Neonatal",Autosomal dominant,2,8
141163,Glossopalatine ankylosis,"Infancy, Neonatal",Not applicable,2,14
1425,Desbuquois syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
141179,Non-involuting congenital hemangioma,Antenatal,Not applicable,3,8
141118,Nasal encephalocele,Unknown,Unknown,3,11
141121,Congenital subglottic stenosis,Neonatal,Unknown,3,8
141124,Congenital laryngeal cyst,"Infancy, Neonatal",Unknown,2,8
141127,Congenital tracheal stenosis,"Infancy, Neonatal",Not applicable,2,8
141132,Oculo-auriculo-vertebral spectrum,"Antenatal, Neonatal",Not applicable,3,8
141145,Hemifacial hyperplasia,"Antenatal, Infancy, Neonatal",Not applicable,2,8
141148,Hemifacial myohyperplasia,Neonatal,Unknown,3,14
156728,"Spondyloepimetaphyseal dysplasia, matrilin-3 type","Antenatal, Neonatal",Autosomal recessive,1,2
1375,Cataract-hypertrichosis-intellectual disability syndrome,Neonatal,Autosomal recessive,1,2
163,Hereditary hyperferritinemia-cataract syndrome,All ages,Autosomal dominant,3,13
1373,Cataract-aberrant oral frenula-growth delay syndrome,Childhood,Unknown,2,7
1368,Cataract-ataxia-deafness syndrome,Neonatal,Autosomal recessive,1,2
1366,Autosomal recessive palmoplantar keratoderma and congenital alopecia,Neonatal,Autosomal recessive,1,2
1361,Carnosinase deficiency,Infancy,Autosomal recessive,2,1
1393,Cerebrocostomandibular syndrome,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive, Not applicable",1,2
157826,Congenital epulis,"Infancy, Neonatal",Unknown,2,14
1390,Night blindness-skeletal anomalies-dysmorphism syndrome,Childhood,Unknown,2,14
157820,Cold-induced sweating syndrome,"Adult, Childhood",Autosomal recessive,2,7
1389,Cortical blindness-intellectual disability-polydactyly syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
157798,Serrated polyposis syndrome,"Adult, Elderly","Autosomal dominant, Multigenic/multifactorial, Unknown",3,4
1388,Catel-Manzke syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
157801,Mesoaxial synostotic syndactyly with phalangeal reduction,"Infancy, Neonatal",Autosomal recessive,1,2
1387,Cataract-intellectual disability-hypogonadism syndrome,Neonatal,Autosomal recessive,1,2
157791,Epithelioid hemangioendothelioma,"Adolescent, Adult, Childhood, Elderly",Not applicable,2,14
157794,Hereditary mixed polyposis syndrome,Childhood,Autosomal dominant,2,7
157769,Situs ambiguus,Antenatal,Multigenic/multifactorial,3,8
157716,Late infantile CACH syndrome,Childhood,Autosomal recessive,2,1
157719,Juvenile or adult CACH syndrome,"Adolescent, Adult",Autosomal recessive,3,4
1380,Cataract-nephropathy-encephalopathy syndrome,Neonatal,Autosomal recessive,1,2
157713,Congenital or early infantile CACH syndrome,"Infancy, Neonatal",Autosomal recessive,1,12
156731,"Dyssegmental dysplasia, Rolland-Desbuquois type","Antenatal, Neonatal",Unknown,3,14
1377,Cataract-microcornea syndrome,Neonatal,"Autosomal dominant, Autosomal recessive",1,12
157215,Hereditary hypophosphatemic rickets with hypercalciuria,"Childhood, Infancy","Autosomal dominant, Autosomal recessive",2,7
1325,Camptodactyly-taurinuria syndrome,Infancy,Autosomal dominant,2,1
1326,"Camptodactyly syndrome, Guadalajara type 2",Neonatal,Autosomal recessive,1,2
1327,"Camptodactyly syndrome, Guadalajara type 1",Neonatal,Autosomal recessive,1,2
1328,Camurati-Engelmann disease,"Adolescent, Adult, Childhood",Autosomal dominant,2,7
1321,Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome,Neonatal,Unknown,3,14
1323,Camptodactyly-joint contractures-facial skeletal defects syndrome,Neonatal,"Autosomal dominant, Autosomal recessive",1,2
1314,Symmetrical thalamic calcifications,Neonatal,Not applicable,3,14
1318,"Campomelia, Cumming type","Antenatal, Neonatal",Autosomal recessive,1,2
1319,Camptobrachydactyly,Neonatal,Autosomal dominant,3,1
1305,Feingold syndrome,"Antenatal, Neonatal",Autosomal dominant,3,1
1307,Distal limb deficiencies-micrognathia syndrome,Neonatal,Autosomal recessive,1,2
1313,Infantile choroidocerebral calcification syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
1350,Heart-hand syndrome type 2,"Infancy, Neonatal",Unknown,2,14
1355,Congenital heart defect-round face-developmental delay syndrome,"Infancy, Neonatal",Unknown,2,14
1352,Atrioventricular defect-blepharophimosis-radial and anal defect syndrome,Neonatal,Unknown,3,14
1342,Heart-hand syndrome type 3,Neonatal,Unknown,3,14
1345,Cardiomyopathy-cataract-hip spine disease syndrome,"Adolescent, Adult",Autosomal recessive,3,4
1338,Heart defect-tongue hamartoma-polysyndactyly syndrome,Neonatal,Autosomal recessive,1,2
1340,Cardiofaciocutaneous syndrome,"Antenatal, Neonatal",Autosomal dominant,3,1
2856,Persistent Müllerian duct syndrome,Infancy,Autosomal recessive,2,12
1336,Hyperkeratosis-hyperpigmentation syndrome,"Adolescent, Childhood, Infancy",Autosomal dominant,2,1
1335,Pentalogy of Cantrell,"Antenatal, Neonatal",Not applicable,3,1
1682,Arterial dissection-lentiginosis syndrome,Childhood,Unknown,2,7
1757,Fibular dimelia-diplopodia syndrome,Neonatal,Not applicable,3,14
1756,Caudal duplication,"Antenatal, Neonatal",Not applicable,3,8
1766,Dysequilibrium syndrome,Neonatal,Autosomal recessive,1,2
1777,Temtamy syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,2
1780,Thakker-Donnai syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
1772,"45,X/46,XY mixed gonadal dysgenesis",All ages,"Not applicable, Unknown",3,6
1784,Acrofrontofacionasal dysostosis,Neonatal,Autosomal recessive,1,2
1782,Dysosteosclerosis,"Infancy, Neonatal","Autosomal recessive, X-linked recessive",1,2
1790,Hypomandibular faciocranial dysostosis,"Antenatal, Neonatal",Unknown,3,14
1786,"Acrofacial dysostosis, Catania type","Antenatal, Neonatal","Autosomal dominant, X-linked dominant",3,1
1788,"Acrofacial dysostosis, Rodríguez type","Antenatal, Neonatal","Autosomal dominant, Autosomal recessive",1,2
859,Transcobalamin deficiency,"Infancy, Neonatal",Autosomal recessive,1,2
139441,Hypomyelination with atrophy of basal ganglia and cerebellum,"Childhood, Infancy, Neonatal","Autosomal dominant, Autosomal recessive",1,2
3196,Steroid dehydrogenase deficiency-dental anomalies syndrome,Childhood,Autosomal recessive,2,7
139444,Leukoencephalopathy with bilateral anterior temporal lobe cysts,"Infancy, Neonatal",Unknown,2,14
139447,Progressive cavitating leukoencephalopathy,"Childhood, Infancy",Autosomal recessive,2,7
1573,Hypotrichosis with juvenile macular degeneration,"Infancy, Neonatal",Autosomal recessive,1,2
726,Alpers-Huttenlocher syndrome,"Adolescent, Adult, Childhood, Infancy",Autosomal recessive,2,7
139450,Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome,No data available,Autosomal dominant,3,11
139455,Autosomal recessive bestrophinopathy,All ages,Autosomal recessive,3,0
1574,Retinal degeneration-nanophthalmos-glaucoma syndrome,Adult,Autosomal recessive,3,0
139466,SERKAL syndrome,Antenatal,Autosomal recessive,1,2
1596,Distal deletion 15q syndrome,"Antenatal, Neonatal",Unknown,3,14
139471,Microphthalmia with brain and digit anomalies,Antenatal,Autosomal dominant,3,1
139474,17q11.2 microduplication syndrome,"Infancy, Neonatal",Autosomal dominant,2,1
1617,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to 2q24 microdeletion,"Antenatal, Neonatal",Not applicable,3,14
1606,1p36 deletion syndrome,"Antenatal, Neonatal","Multigenic/multifactorial, Not applicable",3,8
139480,Autosomal recessive spastic paraplegia type 39,Childhood,Autosomal recessive,2,7
1647,Oculocerebrocutaneous syndrome,Neonatal,Not applicable,3,1
139485,Autosomal recessive ataxia due to ubiquinone deficiency,Childhood,Autosomal recessive,2,7
1653,Dentin dysplasia,All ages,Autosomal dominant,3,4
139507,Dietary iron overload disease,"Adult, Elderly",Not applicable,3,5
139515,Charcot-Marie-Tooth disease type 4J,"Adult, Childhood, Infancy",Autosomal recessive,2,7
139512,Neuropathy with hearing impairment,Adult,Autosomal dominant,3,13
1657,"Dermatoosteolysis, Kirghizian type",Infancy,Autosomal recessive,2,7
139525,Distal hereditary motor neuropathy type 2,"Adolescent, Adult",Autosomal dominant,3,4
1658,Absence of fingerprints-congenital milia syndrome,Childhood,Autosomal dominant,2,7
139518,Distal hereditary motor neuropathy type 1,"Adolescent, Adult, Childhood",Autosomal dominant,2,1
1659,Dermatoleukodystrophy,Neonatal,Autosomal recessive,1,2
139547,Distal spinal muscular atrophy type 3,"Adolescent, Adult, Childhood, Infancy",Autosomal recessive,2,7
139536,Distal hereditary motor neuropathy type 5,"Adolescent, Adult, Childhood",Autosomal dominant,2,1
1660,Dermoodontodysplasia,Childhood,Autosomal dominant,2,7
139557,X-linked distal spinal muscular atrophy type 3,"Adolescent, Adult, Childhood, Infancy",X-linked recessive,2,7
1661,X-linked corneal dermoid,Neonatal,X-linked recessive,3,1
1662,Restrictive dermopathy,"Antenatal, Neonatal","Autosomal dominant, Autosomal recessive",1,2
139552,"Distal hereditary motor neuropathy, Jerash type",Childhood,Autosomal recessive,2,7
139573,Hereditary sensory and autonomic neuropathy with deafness and global delay,"Childhood, Infancy",Autosomal recessive,2,7
1665,Sporadic fetal brain disruption sequence,Antenatal,Not applicable,3,14
139564,Hereditary sensory and autonomic neuropathy type 1B,Adult,Autosomal dominant,3,13
139583,X-linked hereditary sensory and autonomic neuropathy with deafness,Childhood,X-linked recessive,2,7
1667,Wolcott-Rallison syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
139578,Mutilating hereditary sensory neuropathy with spastic paraplegia,"Childhood, Infancy",Autosomal recessive,2,7
139589,Distal hereditary motor neuropathy type 7,"Adolescent, Adult, Childhood",Autosomal dominant,2,1
1671,Split cord malformation type I,"Adolescent, Adult, Childhood, Infancy",Unknown,2,14
140917,Stapes ankylosis with broad thumbs and toes,"Infancy, Neonatal",Autosomal dominant,2,1
1548,Cryptorchidism-arachnodactyly-intellectual disability syndrome,"Infancy, Neonatal",Unknown,2,14
1547,Cryptomicrotia-brachydactyly-excess fingertip arch syndrome,Neonatal,Autosomal dominant,3,1
140922,Titin-related limb-girdle muscular dystrophy R10,"Adolescent, Adult, Childhood",Autosomal recessive,2,7
1545,Crisponi syndrome,Neonatal,Autosomal recessive,1,2
140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,No data available,Autosomal recessive,3,3
1540,Jackson-Weiss syndrome,Neonatal,Autosomal dominant,3,1
140908,Brachydactyly type B2,Neonatal,Autosomal dominant,3,8
140874,Joubert syndrome and related disorders,"Infancy, Neonatal","Autosomal recessive, X-linked recessive",1,12
140896,Severe acute respiratory syndrome,All ages,Not applicable,3,5
1532,Gómez-López-Hernández syndrome,Neonatal,Not applicable,3,1
140952,Syndactyly-telecanthus-anogenital and renal malformations syndrome,"Infancy, Neonatal",X-linked dominant,2,1
140957,Autosomal dominant macrothrombocytopenia,"Adolescent, Adult, Childhood, Elderly, Infancy",Autosomal dominant,2,1
140944,CLOVES syndrome,"Infancy, Neonatal",Not applicable,2,1
140949,Low-flow priapism,All ages,Not applicable,3,10
1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome,"Antenatal, Neonatal",Autosomal dominant,3,1
140936,Lelis syndrome,"Adolescent, Adult, Childhood",Autosomal recessive,2,7
140941,Short stature due to primary acid-labile subunit deficiency,"Infancy, Neonatal",Autosomal recessive,1,2
1553,Curry-Jones syndrome,Neonatal,Not applicable,3,1
140927,Self-limited neonatal-infantile epilepsy,"Infancy, Neonatal",Autosomal dominant,2,1
140933,Linear atrophoderma of Moulin,Childhood,Unknown,2,14
140989,Primary angiitis of the central nervous system,All ages,Not applicable,3,5
1566,Dandy-Walker malformation-postaxial polydactyly syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
140976,RHYNS syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,2
1563,Dahlberg-Borer-Newcomer syndrome,Childhood,"Autosomal recessive, X-linked recessive",2,7
140969,Saldino-Mainzer syndrome,Infancy,Autosomal recessive,2,7
140966,"Palmoplantar keratoderma, Nagashima type","Childhood, Infancy",Autosomal recessive,2,7
140963,Bilateral microtia-deafness-cleft palate syndrome,Neonatal,"Autosomal dominant, Autosomal recessive",1,2
382,Guanidinoacetate methyltransferase deficiency,"Childhood, Infancy",Autosomal recessive,2,7
742,Prolidase deficiency,"Adolescent, Adult, Childhood, Infancy, Neonatal",Autosomal recessive,1,2
1979,Lipodystrophy due to peptidic growth factors deficiency,Neonatal,Unknown,3,14
1571,Knobloch syndrome,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,2
141007,Orofaciodigital syndrome type 9,"Antenatal, Infancy, Neonatal",Autosomal recessive,1,2
1551,Familial benign copper deficiency,Infancy,Unknown,2,14
1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome,"Antenatal, Neonatal",X-linked recessive,3,1
141000,Orofaciodigital syndrome type 11,Neonatal,Not applicable,3,1
1497,X-linked complicated corpus callosum dysgenesis,"Antenatal, Neonatal",X-linked recessive,3,1
140436,Familial intraosseous vascular malformation,Unknown,Autosomal recessive,3,3
140453,Autosomal dominant hereditary demyelinating motor and sensory neuropathy,Unknown,Autosomal dominant,3,11
1493,Vici syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
140286,Secondary hypoparathyroidism due to impaired parathormon secretion,"Adolescent, Adult, Childhood, Elderly",Not applicable,2,14
1495,Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,Neonatal,Autosomal recessive,1,2
140468,Autosomal recessive distal hereditary motor neuropathy,Unknown,Autosomal recessive,3,3
1509,Coxopodopatellar syndrome,"Infancy, Neonatal",Autosomal dominant,2,1
1512,Crane-Heise syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
140474,Autosomal dominant hereditary sensory and autonomic neuropathy,Unknown,Autosomal dominant,3,11
140477,Autosomal recessive hereditary sensory and autonomic neuropathy,Unknown,Autosomal recessive,3,3
1506,Thin ribs-tubular bones-dysmorphism syndrome,Neonatal,Unknown,3,14
140456,Autosomal dominant hereditary axonal motor and sensory neuropathy,Unknown,Autosomal dominant,3,11
140459,Autosomal recessive hereditary demyelinating motor and sensory neuropathy,Unknown,Autosomal recessive,3,3
1508,Coxoauricular syndrome,Neonatal,Unknown,3,14
140465,Autosomal dominant distal hereditary motor neuropathy,Unknown,Autosomal dominant,3,11
1507,Autosomal recessive Robinow syndrome,"Infancy, Neonatal",Autosomal recessive,1,2
1517,Cantú syndrome,Neonatal,"Autosomal dominant, Not applicable",3,1
1519,SPECC1L-related hypertelorism syndrome,Neonatal,Autosomal dominant,3,1
1520,Craniofrontonasal dysplasia,"Antenatal, Neonatal",X-linked dominant,3,8
1513,Craniodiaphyseal dysplasia,Childhood,"Autosomal dominant, Autosomal recessive, Not applicable",2,7
1514,Craniodigital-intellectual disability syndrome,Neonatal,"Autosomal recessive, X-linked recessive",1,2
140481,Autosomal dominant slowed nerve conduction velocity,Adult,Autosomal dominant,3,13
1515,Cranioectodermal dysplasia,"Antenatal, Neonatal",Autosomal recessive,1,2
1516,Non-syndromic bilambdoid and sagittal craniosynostosis,Neonatal,Autosomal recessive,1,2
1527,"Craniosynostosis, Philadelphia type",Neonatal,Autosomal dominant,3,1
1528,Craniotelencephalic dysplasia,Neonatal,Unknown,3,14
1529,Craniofacial-deafness-hand syndrome,Neonatal,Autosomal dominant,3,1
1521,Craniofrontonasal dysplasia-Poland anomaly syndrome,Neonatal,Unknown,3,14
1522,Craniometaphyseal dysplasia,Childhood,"Autosomal dominant, Autosomal recessive",2,7
1525,Cranio-osteoarthropathy,Childhood,Autosomal recessive,2,7
1969,Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,No data available,Unknown,3,11
1968,Flat face-microstomia-ear anomaly syndrome,Neonatal,Unknown,3,14
1970,Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,Neonatal,Autosomal recessive,1,2
1973,Faciocardiorenal syndrome,Neonatal,Autosomal recessive,1,2
1972,Lethal faciocardiomelic dysplasia,Neonatal,Autosomal recessive,1,2
1974,Autosomal recessive faciodigitogenital syndrome,Neonatal,Autosomal recessive,1,2
1962,Exostoses-anetodermia-brachydactyly type E syndrome,Neonatal,Unknown,3,14
1964,Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,Neonatal,Autosomal dominant,3,1
1822,Dysplasia epiphysealis hemimelica,"Adolescent, Childhood",Autosomal dominant,2,1
1824,Lowry-Wood syndrome,Neonatal,Autosomal recessive,1,2
1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome,"Antenatal, Neonatal",Autosomal recessive,1,2
1954,Congenital lethal erythroderma,Neonatal,Autosomal recessive,1,2
1955,Spinocerebellar ataxia type 34,"Adolescent, Adult, Neonatal",Autosomal dominant,3,1
1926,Diabetic embryopathy,"Antenatal, Neonatal",Not applicable,3,8
2209,Maternal phenylketonuria syndrome,"Antenatal, Neonatal",Autosomal recessive,1,12
1927,Emery-Nelson syndrome,"Infancy, Neonatal",Unknown,2,14
1937,Eng-Strom syndrome,Antenatal,Autosomal dominant,3,1
1920,Toluene embryopathy,"Antenatal, Neonatal",Not applicable,3,8
1919,Phenobarbital embryopathy,"Antenatal, Neonatal",Not applicable,3,8
1917,Fetal methylmercury syndrome,"Antenatal, Neonatal",Not applicable,3,8
1923,Methimazole embryofetopathy,"Antenatal, Neonatal",Not applicable,3,14
1912,Fetal hydantoin syndrome,"Antenatal, Neonatal",Not applicable,3,8
1918,Fetal minoxidil syndrome,"Antenatal, Neonatal",Not applicable,3,8
1911,Cocaine embryofetopathy,"Antenatal, Neonatal",Not applicable,3,8
1910,Fetal iodine syndrome,"Antenatal, Neonatal",Not applicable,3,8
1916,Diethylstilbestrol syndrome,All ages,Not applicable,3,10
294,Fetal cytomegalovirus syndrome,"Antenatal, Neonatal",Not applicable,3,8
1914,Vitamin K antagonist embryofetopathy,"Antenatal, Neonatal",Not applicable,3,8
1913,Fetal trimethadione syndrome,"Antenatal, Neonatal",Not applicable,3,8
1896,EEC syndrome,"Antenatal, Neonatal",Autosomal dominant,3,8
1897,EEM syndrome,Neonatal,Autosomal recessive,1,2
1908,Aminopterin/methotrexate embryofetopathy,"Antenatal, Neonatal",Not applicable,3,14
1909,Indomethacin embryofetopathy,"Antenatal, Neonatal",Not applicable,3,8
1906,Fetal valproate spectrum disorder,"Antenatal, Childhood, Infancy, Neonatal",Not applicable,2,8
1895,Edinburgh malformation syndrome,Neonatal,Unknown,3,14
1891,Intellectual disability-spasticity-ectrodactyly syndrome,"Infancy, Neonatal",Unknown,2,14
1892,Ectrodactyly-polydactyly syndrome,Antenatal,Unknown,3,14
1816,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,Neonatal,Autosomal recessive,1,2
