OrphaCode,DiseaseName,GeneSymbol,GeneName,AssociationType,AssociationStatus
803,Amyotrophic lateral sclerosis,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,Disease-causing germline mutation(s) in,Assessed
803,Amyotrophic lateral sclerosis,PPARGC1A,PPARG coactivator 1 alpha,Modifying germline mutation in,Assessed
803,Amyotrophic lateral sclerosis,ERBB4,erb-b2 receptor tyrosine kinase 4,Disease-causing germline mutation(s) in,Assessed
803,Amyotrophic lateral sclerosis,UNC13A,unc-13 homolog A,Major susceptibility factor in,Assessed
100,Ataxia-telangiectasia,ATM,ATM serine/threonine kinase,Disease-causing germline mutation(s) in,Assessed
399,Huntington disease,HTT,huntingtin,Disease-causing germline mutation(s) (gain of function) in,Assessed
399,Huntington disease,SLC2A3,solute carrier family 2 member 3,Modifying germline mutation in,Assessed
501,Lafora disease,EPM2A,"EPM2A glucan phosphatase, laforin",Disease-causing germline mutation(s) (loss of function) in,Assessed
501,Lafora disease,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
567,22q11.2 deletion syndrome,TBX1,T-box transcription factor 1,Disease-causing germline mutation(s) in,Assessed
567,22q11.2 deletion syndrome,TBX1,T-box transcription factor 1,Role in the phenotype of,Assessed
567,22q11.2 deletion syndrome,ARVCF,ARVCF delta catenin family member,Role in the phenotype of,Assessed
567,22q11.2 deletion syndrome,GP1BB,glycoprotein Ib platelet subunit beta,Role in the phenotype of,Assessed
567,22q11.2 deletion syndrome,UFD1,ubiquitin recognition factor in ER associated degradation 1,Role in the phenotype of,Assessed
567,22q11.2 deletion syndrome,HIRA,histone cell cycle regulator,Role in the phenotype of,Assessed
567,22q11.2 deletion syndrome,COMT,catechol-O-methyltransferase,Role in the phenotype of,Assessed
567,22q11.2 deletion syndrome,JMJD1C,jumonji domain containing 1C,Modifying germline mutation in,Assessed
567,22q11.2 deletion syndrome,RREB1,ras responsive element binding protein 1,Modifying germline mutation in,Assessed
567,22q11.2 deletion syndrome,SEC24C,"SEC24 homolog C, COPII component",Modifying germline mutation in,Assessed
232,Sickle cell anemia,HBB,hemoglobin subunit beta,Disease-causing germline mutation(s) in,Assessed
536,Systemic lupus erythematosus,BANK1,B cell scaffold protein with ankyrin repeats 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,PXK,PX domain containing serine/threonine kinase like,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker),Modifying germline mutation in,Assessed
536,Systemic lupus erythematosus,CTLA4,cytotoxic T-lymphocyte associated protein 4,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,TREX1,three prime repair exonuclease 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,IL10,interleukin 10,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,MECP2,methyl-CpG binding protein 2,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,FCGR3B,Fc fragment of IgG receptor IIIb,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,C4A,complement C4A (Chido/Rodgers blood group),Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,C4B,complement C4B (Chido/Rodgers blood group),Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,CR2,complement C3d receptor 2,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,IRF5,interferon regulatory factor 5,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,PDCD1,programmed cell death 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,PTPN22,protein tyrosine phosphatase non-receptor type 22,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,STAT4,signal transducer and activator of transcription 4,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,FCGR2B,Fc fragment of IgG receptor IIb,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,DNASE1,deoxyribonuclease 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,BLK,"BLK proto-oncogene, Src family tyrosine kinase",Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,ITGAM,integrin subunit alpha M,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,KIAA0319L,KIAA0319 like,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,JAZF1,JAZF zinc finger 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,TNIP1,TNFAIP3 interacting protein 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,TNFAIP3,TNF alpha induced protein 3,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,UBE2L3,ubiquitin conjugating enzyme E2 L3,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,TNFSF4,TNF superfamily member 4,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,SPP1,secreted phosphoprotein 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,IRAK1,interleukin 1 receptor associated kinase 1,Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,ETS1,"ETS proto-oncogene 1, transcription factor",Major susceptibility factor in,Assessed
536,Systemic lupus erythematosus,TLR7,toll like receptor 7,Disease-causing germline mutation(s) in,Assessed
166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,COL9A1,collagen type IX alpha 1 chain,Disease-causing germline mutation(s) in,Assessed
166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,COL9A2,collagen type IX alpha 2 chain,Disease-causing germline mutation(s) in,Assessed
166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,COL9A3,collagen type IX alpha 3 chain,Disease-causing germline mutation(s) in,Assessed
534,Oculocerebrorenal syndrome of Lowe,OCRL,OCRL inositol polyphosphate-5-phosphatase,Disease-causing germline mutation(s) (loss of function) in,Assessed
165991,Exercise-induced hyperinsulinism,SLC16A1,solute carrier family 16 member 1,Disease-causing germline mutation(s) in,Assessed
652,Multiple endocrine neoplasia type 1,MEN1,menin 1,Disease-causing germline mutation(s) in,Assessed
908,Fragile X syndrome,FMR1,fragile X messenger ribonucleoprotein 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
47,X-linked agammaglobulinemia,BTK,Bruton tyrosine kinase,Disease-causing germline mutation(s) in,Assessed
905,Wilson disease,ATP7B,ATPase copper transporting beta,Disease-causing germline mutation(s) (loss of function) in,Assessed
792,X-linked retinoschisis,RS1,retinoschisin 1,Disease-causing germline mutation(s) in,Assessed
827,Stargardt disease,ABCA4,ATP binding cassette subfamily A member 4,Disease-causing germline mutation(s) in,Assessed
827,Stargardt disease,ELOVL4,ELOVL fatty acid elongase 4,Disease-causing germline mutation(s) in,Assessed
827,Stargardt disease,PROM1,prominin 1,Disease-causing germline mutation(s) in,Assessed
906,Wiskott-Aldrich syndrome,WAS,WASP actin nucleation promoting factor,Disease-causing germline mutation(s) in,Assessed
904,Williams syndrome,STX1A,syntaxin 1A,Role in the phenotype of,Assessed
904,Williams syndrome,TBL2,transducin beta like 2,Role in the phenotype of,Assessed
904,Williams syndrome,GTF2IRD2,GTF2I repeat domain containing 2,Role in the phenotype of,Assessed
904,Williams syndrome,VPS37D,VPS37D subunit of ESCRT-I,Role in the phenotype of,Assessed
904,Williams syndrome,FKBP6,FKBP prolyl isomerase family member 6 (inactive),Role in the phenotype of,Assessed
904,Williams syndrome,RFC2,replication factor C subunit 2,Candidate gene tested in,Assessed
904,Williams syndrome,NCF1,neutrophil cytosolic factor 1,Role in the phenotype of,Assessed
904,Williams syndrome,TMEM270,transmembrane protein 270,Role in the phenotype of,Assessed
904,Williams syndrome,EIF4H,eukaryotic translation initiation factor 4H,Role in the phenotype of,Assessed
904,Williams syndrome,METTL27,methyltransferase like 27,Role in the phenotype of,Assessed
904,Williams syndrome,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,Role in the phenotype of,Assessed
904,Williams syndrome,BAZ1B,bromodomain adjacent to zinc finger domain 1B,Role in the phenotype of,Assessed
904,Williams syndrome,CLIP2,CAP-Gly domain containing linker protein 2,Role in the phenotype of,Assessed
904,Williams syndrome,ELN,elastin,Role in the phenotype of,Assessed
904,Williams syndrome,GTF2I,general transcription factor IIi,Role in the phenotype of,Assessed
904,Williams syndrome,GTF2IRD1,GTF2I repeat domain containing 1,Role in the phenotype of,Assessed
904,Williams syndrome,LIMK1,LIM domain kinase 1,Role in the phenotype of,Assessed
280,Wolf-Hirschhorn syndrome,PIGG,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group),Role in the phenotype of,Assessed
280,Wolf-Hirschhorn syndrome,CPLX1,complexin 1,Role in the phenotype of,Assessed
280,Wolf-Hirschhorn syndrome,CTBP1,C-terminal binding protein 1,Role in the phenotype of,Assessed
280,Wolf-Hirschhorn syndrome,NSD2,nuclear receptor binding SET domain protein 2,Role in the phenotype of,Assessed
280,Wolf-Hirschhorn syndrome,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,Role in the phenotype of,Assessed
15,Achondroplasia,FGFR3,fibroblast growth factor receptor 3,Disease-causing germline mutation(s) (gain of function) in,Assessed
96,Ataxia with vitamin E deficiency,TTPA,alpha tocopherol transfer protein,Disease-causing germline mutation(s) in,Assessed
101,Dentatorubral pallidoluysian atrophy,ATN1,atrophin 1,Disease-causing germline mutation(s) in,Assessed
276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,IL2RG,interleukin 2 receptor subunit gamma,Disease-causing germline mutation(s) in,Assessed
481,Kennedy disease,AR,androgen receptor,Disease-causing germline mutation(s) in,Assessed
664,Ornithine transcarbamylase deficiency,OTC,ornithine transcarbamylase,Disease-causing germline mutation(s) in,Assessed
394,Homocystinuria due to cystathionine beta-synthase deficiency,CBS,cystathionine beta-synthase,Disease-causing germline mutation(s) in,Assessed
508,Donohue syndrome,INSR,insulin receptor,Disease-causing germline mutation(s) in,Assessed
163596,Hemoglobin Bart's fetalis syndrome,HBA2,hemoglobin subunit alpha 2,Disease-causing germline mutation(s) in,Assessed
163596,Hemoglobin Bart's fetalis syndrome,HBA1,hemoglobin subunit alpha 1,Disease-causing germline mutation(s) in,Assessed
429,Hypochondroplasia,FGFR3,fibroblast growth factor receptor 3,Disease-causing germline mutation(s) (gain of function) in,Assessed
104,Leber hereditary optic neuropathy,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,Disease-causing germline mutation(s) (loss of function) in,Assessed
104,Leber hereditary optic neuropathy,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-CO3,mitochondrially encoded cytochrome c oxidase III,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-CYB,mitochondrially encoded cytochrome b,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,Disease-causing germline mutation(s) in,Assessed
104,Leber hereditary optic neuropathy,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,Disease-causing germline mutation(s) in,Assessed
2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,L1CAM,L1 cell adhesion molecule,Disease-causing germline mutation(s) in,Assessed
163634,Maffucci syndrome,IDH2,isocitrate dehydrogenase (NADP(+)) 2,Disease-causing somatic mutation(s) in,Assessed
163634,Maffucci syndrome,IDH1,isocitrate dehydrogenase (NADP(+)) 1,Disease-causing somatic mutation(s) in,Assessed
163717,Familial mesial temporal lobe epilepsy,CPA6,carboxypeptidase A6,Disease-causing germline mutation(s) (gain of function) in,Assessed
649,Norrie disease,NDP,norrin cystine knot growth factor NDP,Disease-causing germline mutation(s) (loss of function) in,Assessed
163727,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,TBC1D24,TBC1 domain family member 24,Disease-causing germline mutation(s) in,Assessed
163721,Rolandic epilepsy-speech dyspraxia syndrome,SRPX2,sushi repeat containing protein X-linked 2,Disease-causing germline mutation(s) in,Assessed
163721,Rolandic epilepsy-speech dyspraxia syndrome,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,Disease-causing germline mutation(s) in,Assessed
163684,Leukoencephalopathy-dystonia-motor neuropathy syndrome,SCP2,sterol carrier protein 2,Disease-causing germline mutation(s) in,Assessed
163681,CNTNAP2-related developmental and epileptic encephalopathy,CNTNAP2,contactin associated protein 2,Disease-causing germline mutation(s) in,Assessed
379,Chronic granulomatous disease,CYBB,cytochrome b-245 beta chain,Disease-causing germline mutation(s) in,Assessed
379,Chronic granulomatous disease,NCF1,neutrophil cytosolic factor 1,Disease-causing germline mutation(s) in,Assessed
379,Chronic granulomatous disease,NCF2,neutrophil cytosolic factor 2,Disease-causing germline mutation(s) in,Assessed
379,Chronic granulomatous disease,CYBA,cytochrome b-245 alpha chain,Disease-causing germline mutation(s) in,Assessed
379,Chronic granulomatous disease,NCF4,neutrophil cytosolic factor 4,Disease-causing germline mutation(s) in,Assessed
379,Chronic granulomatous disease,CYBC1,cytochrome b-245 chaperone 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
16,Blue cone monochromatism,OPN1MW,"opsin 1, medium wave sensitive",Disease-causing germline mutation(s) in,Assessed
16,Blue cone monochromatism,OPN1LW,"opsin 1, long wave sensitive",Disease-causing germline mutation(s) in,Assessed
644,NARP syndrome,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,Disease-causing germline mutation(s) in,Assessed
163699,Alveolar soft tissue sarcoma,TFE3,transcription factor binding to IGHM enhancer 3,Part of a fusion gene in,Assessed
163699,Alveolar soft tissue sarcoma,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing",Part of a fusion gene in,Assessed
637,Full NF2-related schwannomatosis,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor",Disease-causing germline mutation(s) in,Assessed
163696,Action myoclonus-renal failure syndrome,SCARB2,scavenger receptor class B member 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
181,X-linked hypohidrotic ectodermal dysplasia,EDA,ectodysplasin A,Disease-causing germline mutation(s) in,Assessed
181,X-linked hypohidrotic ectodermal dysplasia,EDA2R,ectodysplasin A2 receptor,Disease-causing germline mutation(s) in,Assessed
163693,2p21 microdeletion syndrome,SLC3A1,solute carrier family 3 member 1,Role in the phenotype of,Assessed
163693,2p21 microdeletion syndrome,PREPL,prolyl endopeptidase like,Role in the phenotype of,Assessed
163693,2p21 microdeletion syndrome,CAMKMT,calmodulin-lysine N-methyltransferase,Role in the phenotype of,Assessed
163693,2p21 microdeletion syndrome,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B",Role in the phenotype of,Assessed
163690,Hypotonia-cystinuria syndrome,SLC3A1,solute carrier family 3 member 1,Role in the phenotype of,Assessed
163690,Hypotonia-cystinuria syndrome,PREPL,prolyl endopeptidase like,Role in the phenotype of,Assessed
337,Fibrodysplasia ossificans progressiva,ACVR1,activin A receptor type 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
377,Gorlin syndrome,PTCH1,patched 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
377,Gorlin syndrome,SUFU,SUFU negative regulator of hedgehog signaling,Disease-causing germline mutation(s) (loss of function) in,Assessed
377,Gorlin syndrome,PTCH2,patched 2,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,MRAS,muscle RAS oncogene homolog,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,SPRED2,sprouty related EVH1 domain containing 2,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,RRAS2,RAS related 2,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,PTPN11,protein tyrosine phosphatase non-receptor type 11,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,CBL,Cbl proto-oncogene,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
648,Noonan syndrome,KRAS,"KRAS proto-oncogene, GTPase",Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",Disease-causing germline mutation(s) (gain of function) in,Assessed
648,Noonan syndrome,NRAS,"NRAS proto-oncogene, GTPase",Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,RIT1,Ras like without CAAX 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
648,Noonan syndrome,LZTR1,leucine zipper like post translational regulator 1,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,RASA2,RAS p21 protein activator 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
648,Noonan syndrome,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,Disease-causing germline mutation(s) in,Assessed
648,Noonan syndrome,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",Disease-causing germline mutation(s) in,Assessed
281,Monosomy 5p syndrome,CTNND2,catenin delta 2,Role in the phenotype of,Assessed
752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",HSD17B3,hydroxysteroid 17-beta dehydrogenase 3,Disease-causing germline mutation(s) (loss of function) in,Assessed
510,Lesch-Nyhan syndrome,HPRT1,hypoxanthine phosphoribosyltransferase 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
524,Li-Fraumeni syndrome,MDM2,MDM2 proto-oncogene,Modifying germline mutation in,Assessed
524,Li-Fraumeni syndrome,TP53,tumor protein p53,Disease-causing germline mutation(s) in,Assessed
640,Hereditary neuropathy with liability to pressure palsies,PMP22,peripheral myelin protein 22,Disease-causing germline mutation(s) in,Assessed
640,Hereditary neuropathy with liability to pressure palsies,PMP22,peripheral myelin protein 22,Role in the phenotype of,Assessed
60,Alpha-1-antitrypsin deficiency,SERPINA1,serpin family A member 1,Disease-causing germline mutation(s) in,Assessed
895,Waardenburg syndrome type 2,KITLG,KIT ligand,Disease-causing germline mutation(s) in,Assessed
895,Waardenburg syndrome type 2,TYR,tyrosinase,Modifying germline mutation in,Assessed
895,Waardenburg syndrome type 2,SNAI2,snail family transcriptional repressor 2,Disease-causing germline mutation(s) in,Assessed
895,Waardenburg syndrome type 2,SOX10,SRY-box transcription factor 10,Disease-causing germline mutation(s) in,Assessed
895,Waardenburg syndrome type 2,MITF,melanocyte inducing transcription factor,Disease-causing germline mutation(s) in,Assessed
895,Waardenburg syndrome type 2,EDNRB,endothelin receptor type B,Disease-causing germline mutation(s) (loss of function) in,Assessed
896,Waardenburg syndrome type 3,PAX3,paired box 3,Disease-causing germline mutation(s) in,Assessed
857,Townes-Brocks syndrome,SALL1,spalt like transcription factor 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
857,Townes-Brocks syndrome,DACT1,dishevelled binding antagonist of beta catenin 1,Disease-causing germline mutation(s) in,Assessed
894,Waardenburg syndrome type 1,PAX3,paired box 3,Disease-causing germline mutation(s) in,Assessed
682,Hyperkalemic periodic paralysis,SCN4A,sodium voltage-gated channel alpha subunit 4,Disease-causing germline mutation(s) (gain of function) in,Assessed
800,Schwartz-Jampel syndrome,HSPG2,heparan sulfate proteoglycan 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
628,Diastrophic dysplasia,SLC26A2,solute carrier family 26 member 2,Disease-causing germline mutation(s) (loss of function) in,Assessed
681,Hypokalemic periodic paralysis,SCN4A,sodium voltage-gated channel alpha subunit 4,Disease-causing germline mutation(s) in,Assessed
681,Hypokalemic periodic paralysis,CACNA1S,calcium voltage-gated channel subunit alpha1 S,Disease-causing germline mutation(s) in,Assessed
107,BOR syndrome,SIX1,SIX homeobox 1,Disease-causing germline mutation(s) in,Assessed
107,BOR syndrome,EYA1,EYA transcriptional coactivator and phosphatase 1,Disease-causing germline mutation(s) in,Assessed
107,BOR syndrome,SIX5,SIX homeobox 5,Disease-causing germline mutation(s) in,Assessed
774,Hereditary hemorrhagic telangiectasia,ACVRL1,activin A receptor like type 1,Disease-causing germline mutation(s) in,Assessed
774,Hereditary hemorrhagic telangiectasia,SMAD4,SMAD family member 4,Disease-causing germline mutation(s) in,Assessed
774,Hereditary hemorrhagic telangiectasia,ENG,endoglin,Disease-causing germline mutation(s) in,Assessed
774,Hereditary hemorrhagic telangiectasia,GDF2,growth differentiation factor 2,Disease-causing germline mutation(s) in,Assessed
794,Saethre-Chotzen syndrome,TWIST1,twist family bHLH transcription factor 1,Disease-causing germline mutation(s) (loss of function) in,Assessed
2869,Peutz-Jeghers syndrome,STK11,serine/threonine kinase 11,Disease-causing germline mutation(s) in,Assessed
893,WAGR syndrome,WT1,WT1 transcription factor,Role in the phenotype of,Assessed
893,WAGR syndrome,PAX6,paired box 6,Role in the phenotype of,Assessed
893,WAGR syndrome,BDNF,brain derived neurotrophic factor,Role in the phenotype of,Assessed
912,Zellweger syndrome,PEX11B,peroxisomal biogenesis factor 11 beta,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX2,peroxisomal biogenesis factor 2,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX1,peroxisomal biogenesis factor 1,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX10,peroxisomal biogenesis factor 10,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX12,peroxisomal biogenesis factor 12,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX13,peroxisomal biogenesis factor 13,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX14,peroxisomal biogenesis factor 14,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX16,peroxisomal biogenesis factor 16,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX19,peroxisomal biogenesis factor 19,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX26,peroxisomal biogenesis factor 26,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX3,peroxisomal biogenesis factor 3,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX5,peroxisomal biogenesis factor 5,Disease-causing germline mutation(s) in,Assessed
912,Zellweger syndrome,PEX6,peroxisomal biogenesis factor 6,Disease-causing germline mutation(s) in,Assessed
53,Albers-Schönberg osteopetrosis,CLCN7,chloride voltage-gated channel 7,Disease-causing germline mutation(s) in,Assessed
14,Abetalipoproteinemia,MTTP,microsomal triglyceride transfer protein,Disease-causing germline mutation(s) in,Assessed
167,Chédiak-Higashi syndrome,LYST,lysosomal trafficking regulator,Disease-causing germline mutation(s) (loss of function) in,Assessed
207,Crouzon syndrome,FGFR2,fibroblast growth factor receptor 2,Disease-causing germline mutation(s) (gain of function) in,Assessed
207,Crouzon syndrome,ERF,ETS2 repressor factor,Disease-causing germline mutation(s) (loss of function) in,Assessed
201,Cowden syndrome,PTEN,phosphatase and tensin homolog,Disease-causing germline mutation(s) (loss of function) in,Assessed
201,Cowden syndrome,USF3,upstream transcription factor family member 3,Disease-causing germline mutation(s) in,Assessed
201,Cowden syndrome,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Disease-causing germline mutation(s) (gain of function) in,Assessed
201,Cowden syndrome,SDHB,succinate dehydrogenase complex iron sulfur subunit B,Disease-causing germline mutation(s) in,Assessed
201,Cowden syndrome,SDHD,succinate dehydrogenase complex subunit D,Disease-causing germline mutation(s) in,Assessed
201,Cowden syndrome,SDHC,succinate dehydrogenase complex subunit C,Disease-causing germline mutation(s) in,Assessed
201,Cowden syndrome,SEC23B,"SEC23 homolog B, COPII component",Disease-causing germline mutation(s) in,Assessed
201,Cowden syndrome,AKT1,AKT serine/threonine kinase 1,Disease-causing germline mutation(s) (gain of function) in,Assessed
201,Cowden syndrome,KLLN,"killin, p53 regulated DNA replication inhibitor",Disease-causing germline mutation(s) in,Assessed
192,Coffin-Lowry syndrome,RPS6KA3,ribosomal protein S6 kinase A3,Disease-causing germline mutation(s) in,Assessed
169808,Mild hemophilia A,F8,coagulation factor VIII,Disease-causing germline mutation(s) in,Assessed
169802,Severe hemophilia A,F8,coagulation factor VIII,Disease-causing germline mutation(s) in,Assessed
169805,Moderate hemophilia A,F8,coagulation factor VIII,Disease-causing germline mutation(s) in,Assessed
562,McCune-Albright syndrome,GNAS,GNAS complex locus,Disease-causing somatic mutation(s) in,Assessed
565,Menkes disease,ATP7A,ATPase copper transporting alpha,Disease-causing germline mutation(s) (loss of function) in,Assessed
474,Jeune syndrome,KIAA0753,KIAA0753,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,DYNC2LI1,dynein cytoplasmic 2 light intermediate chain 1,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,IFT80,intraflagellar transport 80,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,TTC21B,tetratricopeptide repeat domain 21B,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,WDR19,WD repeat domain 19,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,IFT140,intraflagellar transport 140,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,DYNC2I1,dynein 2 intermediate chain 1,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,IFT172,intraflagellar transport 172,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,DYNC2I2,dynein 2 intermediate chain 2,Disease-causing germline mutation(s) in,Assessed
474,Jeune syndrome,CEP120,centrosomal protein 120,Disease-causing germline mutation(s) in,Assessed
540,Familial hemophagocytic lymphohistiocytosis,PRF1,perforin 1,Disease-causing germline mutation(s) in,Assessed
540,Familial hemophagocytic lymphohistiocytosis,STX11,syntaxin 11,Disease-causing germline mutation(s) in,Assessed
